,location,side_a,side_b,territory_name,start_date,start_date2,region,type_of_conflict,S&P_500,NASDAQ,Dow_Jones
2259,Egypt,Government of Egypt,"Harakit Sawa'id Misr, Jama'at Ansar al-Islam",,1981-10-08,2017-07-14,2,3,2459.27,6312.47,21637.74
2260,Egypt,Government of Egypt,Harakit Sawa'id Misr,,1981-10-08,2017-07-14,2,3,2459.27,6312.47,21637.74
2261,Egypt,Government of Egypt,Harakit Sawa'id Misr,,1981-10-08,2017-07-14,2,3,2459.27,6312.47,21637.74
2262,Georgia,Government of Georgia,Republic of Abkhazia,Abkhazia,1992-08-14,1992-08-17,1,3,419.91,573.18,3328.94
2263,Georgia,Government of Georgia,Republic of Abkhazia,Abkhazia,1992-08-14,1992-08-17,1,3,419.91,573.18,3328.94
2264,Georgia,Government of Georgia,Republic of South Ossetia,South Ossetia,1992-05-12,1992-06-08,1,3,413.48,585.43,3398.69
2265,Georgia,Government of Georgia,Republic of South Ossetia,South Ossetia,1992-05-12,2004-08-19,1,3,1098.35,1838.02,10110.14
2266,South Sudan,Government of South Sudan,SPLM/A - IO,,2011-08-20,2011-08-20,4,4,1123.53,2341.84,10817.65
2267,Moldova,Government of Moldova,PMR,Dniestr,1992-03-01,1992-03-17,1,3,411.3,624.28,3276.39
2268,"South Sudan, Sudan",Government of South Sudan,Government of Sudan,Common border,2012-03-27,2012-03-27,4,2,1408.47,3091.57,13212.04
2269,Syria,Government of Syria,IS,Islamic State,2013-03-26,2013-07-25,2,4,1691.65,3613.16,15558.83
2270,Syria,Government of Syria,IS,Islamic State,2013-03-26,2013-07-25,2,4,1691.65,3613.16,15558.83
2271,Syria,Government of Syria,IS,Islamic State,2013-03-26,2013-07-25,2,4,1691.65,3613.16,15558.83
2272,Syria,Government of Syria,IS,Islamic State,2013-03-26,2013-07-25,2,4,1691.65,3613.16,15558.83
2273,Tajikistan,Government of Tajikistan,Forces of Khudoberdiyev,,1992-05-05,1992-05-10,3,3,416.05,585.76,3369.41
2274,Tajikistan,Government of Tajikistan,"Forces of Khudoberdiyev, UTO",,1992-05-05,1992-05-10,3,3,416.05,585.76,3369.41
2275,Tajikistan,Government of Tajikistan,Forces of Mullo Abdullo,,1992-05-05,2000-09-06,3,3,1494.5,3978.41,11220.65
2276,Tajikistan,Government of Tajikistan,"Forces of Mullo Abdullo, IMU",,1992-05-05,2010-09-09,3,3,1109.55,2242.48,10462.77
2277,Tajikistan,Government of Tajikistan,IMU,,1992-05-05,2010-09-09,3,3,1109.55,2242.48,10462.77
2278,Azerbaijan,Government of Azerbaijan,Military faction (forces of Suret Husseinov),,1992-05-15,1993-06-06,1,3,450.06,702.01,3545.14
2279,Azerbaijan,Government of Azerbaijan,OPON Forces,,1992-05-15,1995-03-17,1,3,495.52,808.33,4073.65
2280,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,Autonomous Province of Western Bosnia,Bihaca Krajina,1992-06-28,1993-10-05,1,3,460.31,764.27,3584.74
2281,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,Autonomous Province of Western Bosnia,Bihaca Krajina,1992-06-28,1993-10-05,1,3,460.31,764.27,3584.74
2282,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,Autonomous Province of Western Bosnia,Bihaca Krajina,1992-06-28,1993-10-05,1,3,460.31,764.27,3584.74
2283,Syria,Government of Syria,IS,Islamic State,2013-03-26,2013-07-25,2,4,1691.65,3613.16,15558.83
2284,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,"Croatian irregulars, Croatian Republic of Bosnia-Herzegovina",Croat,1992-05-27,1993-01-14,1,3,437.15,697.15,3271.12
2285,Russia (Soviet Union),Government of Russia (Soviet Union),Parliamentary Forces,,1991-08-20,1993-10-03,1,3,461.28,763.23,3581.11
2286,Mexico,Government of Mexico,EZLN,,1994-01-01,1994-01-01,5,3,466.45,776.8,3754.09
2287,Mexico,Government of Mexico,EPR,,1994-01-01,1996-08-30,5,3,651.99,1141.5,5616.21
2288,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1994-11-26,1,3,452.29,742.52,3708.27
2289,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1994-11-26,1,3,452.29,742.52,3708.27
2290,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1994-11-26,1,3,452.29,742.52,3708.27
2291,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
2292,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
2293,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
2294,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
2295,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
2296,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
2297,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
2298,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
2299,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
2300,Yemen (North Yemen),Government of Yemen (North Yemen),Democratic Republic of Yemen,South Yemen,1994-02-21,1994-04-28,2,3,450.91,733.84,3681.69
2301,Syria,Government of Syria,IS,Islamic State,2013-03-26,2013-07-25,2,4,1691.65,3613.16,15558.83
2302,Pakistan,Government of Pakistan,MQM,,1990-02-11,1990-02-11,3,3,333.62,428.8,2648.2
2303,Pakistan,Government of Pakistan,MQM,,1990-02-11,1994-05-03,3,3,447.82,732.86,3669.5
2304,Pakistan,Government of Pakistan,MQM,,1990-02-11,1994-05-03,3,3,447.82,732.86,3669.5
2305,Pakistan,Government of Pakistan,MQM,,1990-02-11,1994-05-03,3,3,447.82,732.86,3669.5
2306,Pakistan,Government of Pakistan,TTP,,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
2307,Pakistan,Government of Pakistan,TTP,,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
2308,Pakistan,Government of Pakistan,"Lashkar-e-Islam, TTP",,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
2309,Pakistan,Government of Pakistan,"Lashkar-e-Islam, TTP",,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
2310,Pakistan,Government of Pakistan,TTP,,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
2311,Pakistan,Government of Pakistan,"Lashkar-e-Islam, TTP, TTP - TA",,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
2312,Pakistan,Government of Pakistan,"Lashkar-e-Islam, TTP",,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
2313,Pakistan,Government of Pakistan,"IMU, Jamaat-ul-Ahrar, Lashkar-e-Islam, TTP",,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
2314,Ukraine,Government of Ukraine,DPR,Donetsk,2014-04-12,2014-05-02,1,4,1881.14,4123.9,16512.89
2315,Ukraine,Government of Ukraine,LPR,Lugansk,2014-05-04,2014-06-14,1,4,1936.16,4310.65,16775.74
2316,Ukraine,Government of Ukraine,United Armed Forces of Novorossiya,Novorossiya,2014-09-17,2014-09-25,1,4,1982.85,4512.19,17113.15
2317,Ukraine,Government of Ukraine,"DPR, LPR, United Armed Forces of Novorossiya",Novorossiya,2014-09-17,2014-09-25,1,4,1982.85,4512.19,17113.15
2318,Pakistan,Government of Pakistan,TTP,,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
2319,Pakistan,Government of Pakistan,TTP,,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
2320,Ukraine,Government of Ukraine,"DPR, LPR",Novorossiya,2014-09-17,2014-09-25,1,4,1982.85,4512.19,17113.15
2321,Niger,Government of Niger,FDR,Eastern Niger,1995-03-23,1995-07-10,4,3,556.37,969.76,4702.73
2322,Comoros,Government of Comoros,MPA/Republic of Anjouan,Anjouan,1997-09-03,1997-09-05,4,3,929.05,1635.77,7822.41
2323,Congo,Government of Congo,Ninjas,,1993-11-03,1993-11-11,4,3,465.39,779.32,3684.51
2324,Ukraine,Government of Ukraine,"DPR, LPR",Novorossiya,2014-09-17,2014-09-25,1,4,1982.85,4512.19,17113.15
2325,Ukraine,Government of Ukraine,"DPR, LPR",Novorossiya,2014-09-17,2014-09-25,1,4,1982.85,4512.19,17113.15
2326,Ukraine,Government of Ukraine,"DPR, LPR",Novorossiya,2014-09-17,2014-09-25,1,4,1982.85,4512.19,17113.15
2327,Ukraine,Government of Ukraine,"DPR, LPR",Novorossiya,2014-09-17,2014-09-25,1,4,1982.85,4512.19,17113.15
2328,Congo,Government of Congo,Ntsiloulous,,1993-11-03,2016-04-05,4,3,2047.6,4850.69,17576.96
2329,Afghanistan,Government of Afghanistan,IS,Islamic State,2015-02-09,2015-03-03,3,4,2071.26,4927.37,17856.78
2330,Afghanistan,Government of Afghanistan,IS,Islamic State,2015-02-09,2015-03-03,3,4,2071.26,4927.37,17856.78
2331,Afghanistan,Government of Afghanistan,IS,Islamic State,2015-02-09,2015-03-03,3,4,2071.26,4927.37,17856.78
2332,Afghanistan,Government of Afghanistan,IS,Islamic State,2015-02-09,2015-03-03,3,4,2071.26,4927.37,17856.78
2333,Afghanistan,Government of Afghanistan,IS,Islamic State,2015-02-09,2015-03-03,3,4,2071.26,4927.37,17856.78
2334,Afghanistan,Government of Afghanistan,IS,Islamic State,2015-02-09,2015-03-03,3,4,2071.26,4927.37,17856.78
2335,Kenya,Government of Kenya,Al-Shabaab,Northeastern Province and Coast,2015-03-13,2015-07-13,4,4,2076.62,4997.7,17760.41
2336,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),UCK,Kosovo,1996-04-22,1998-03-06,1,3,1055.69,1753.49,8569.39
2337,Kenya,Government of Kenya,Al-Shabaab,Northeastern Province and Coast,2015-03-13,2015-07-13,4,4,2076.62,4997.7,17760.41
2373,Russia (Soviet Union),Government of Russia (Soviet Union),Wahhabi movement of the Buinaksk district,Dagestan,1999-08-29,1999-09-02,1,3,1357.24,2843.11,11078.45
2374,Uzbekistan,Government of Uzbekistan,IMU,,1999-02-16,1999-03-30,3,3,1293.72,2493.37,9832.51
2375,Libya,Government of Libya,IS,Islamic State,2015-03-14,2015-03-18,4,4,2108.1,5026.42,18127.65
2376,Uzbekistan,Government of Uzbekistan,JIG,,1999-02-16,2004-03-30,3,3,1141.81,2057.17,10470.59
2377,Libya,Government of Libya,IS,Islamic State,2015-03-14,2015-03-18,4,4,2108.1,5026.42,18127.65
2378,Central African Republic,Government of Central African Republic,Forces of Francois Bozize,,2001-05-27,2001-06-01,4,3,1260.67,2149.44,10990.41
2379,Libya,Government of Libya,IS,Islamic State,2015-03-14,2015-03-18,4,4,2108.1,5026.42,18127.65
2380,Central African Republic,Government of Central African Republic,CPJP,,2001-05-27,2009-11-26,4,3,1091.49,2138.44,10309.92
2381,Central African Republic,Government of Central African Republic,CPJP,,2001-05-27,2009-11-26,4,3,1091.49,2138.44,10309.92
2382,Central African Republic,Government of Central African Republic,CPJP,,2001-05-27,2009-11-26,4,3,1091.49,2138.44,10309.92
2383,Libya,Government of Libya,IS,Islamic State,2015-03-14,2015-03-18,4,4,2108.1,5026.42,18127.65
2384,Nigeria,Government of Nigeria,IS,Islamic State,2015-03-15,2015-03-22,4,4,2108.1,5026.42,18127.65
2385,Central African Republic,Government of Central African Republic,UPC (Ali Darass Fulani supporters),,2001-05-27,2018-05-17,4,3,2446.3,6301.8857,21865.37
2386,Central African Republic,Government of Central African Republic,UPC (Ali Darass Fulani supporters),,2001-05-27,2018-05-17,4,3,2446.3,6301.8857,21865.37
2387,Nigeria,Government of Nigeria,IS,Islamic State,2015-03-15,2015-03-22,4,4,2108.1,5026.42,18127.65
2388,North Macedonia,Government of North Macedonia,UCK,,2000-01-11,2001-05-03,1,3,1266.61,2191.53,10951.24
2389,Nigeria,Government of Nigeria,IS,Islamic State,2015-03-15,2015-03-22,4,4,2108.1,5026.42,18127.65
2390,Nigeria,Government of Nigeria,IS,Islamic State,2015-03-15,2015-03-22,4,4,2108.1,5026.42,18127.65
2391,Nigeria,Government of Nigeria,IS,Islamic State,2015-03-15,2015-03-22,4,4,2108.1,5026.42,18127.65
2392,Nigeria,Government of Nigeria,IS,Islamic State,2015-03-15,2015-03-22,4,4,2108.1,5026.42,18127.65
2393,Cameroon,Government of Cameroon,IS,Islamic State,2015-03-19,2015-08-11,4,4,2091.54,5048.24,17477.4
2394,Cameroon,Government of Cameroon,IS,Islamic State,2015-03-19,2019-04-27,4,4,2446.3,6301.8857,21865.37
2395,Niger,Government of Niger,IS,Islamic State,2015-03-26,2015-03-30,4,4,2066.96,4886.94,17763.24
2396,Niger,Government of Niger,IS,Islamic State,2015-03-26,2015-03-30,4,4,2066.96,4886.94,17763.24
2397,Niger,Government of Niger,IS,Islamic State,2015-03-26,2015-03-30,4,4,2066.96,4886.94,17763.24
2398,Niger,Government of Niger,IS,Islamic State,2015-03-26,2015-03-30,4,4,2066.96,4886.94,17763.24
2399,Niger,Government of Niger,IS,Islamic State,2015-03-26,2015-03-30,4,4,2066.96,4886.94,17763.24
2400,Niger,Government of Niger,IS,Islamic State,2015-03-26,2015-03-30,4,4,2066.96,4886.94,17763.24
2401,Mali,Government of Mali,IS,Islamic State,2017-02-04,2017-07-09,4,4,2425.18,6153.08,21414.34
2402,Mali,Government of Mali,IS,Islamic State,2017-02-04,2017-07-09,4,4,2425.18,6153.08,21414.34
2403,Mali,Government of Mali,IS,Islamic State,2017-02-04,2017-07-09,4,4,2425.18,6153.08,21414.34
2404,Mali,Government of Mali,IS,Islamic State,2017-02-04,2017-07-09,4,4,2425.18,6153.08,21414.34
2407,Ivory Coast,Government of Ivory Coast,"MPCI, MPIGO",,2002-09-19,2002-09-20,4,3,845.39,1221.09,7986.02
2408,Ivory Coast,Government of Ivory Coast,"MJP, MPIGO",,2002-09-19,2002-09-20,4,3,845.39,1221.09,7986.02
2409,Ivory Coast,Government of Ivory Coast,FRCI,,2002-09-19,2002-09-20,4,3,845.39,1221.09,7986.02
2410,Ivory Coast,Government of Ivory Coast,"FDSI-CI, FRCI",,2002-09-19,2011-02-25,4,3,1319.88,2781.05,12130.45
2412,India,Government of India,ABSU,Bodoland,1989-02-16,1989-03-16,3,3,292.69,402.2,2292.14
2413,India,Government of India,ABSU,Bodoland,1989-02-16,1989-03-16,3,3,292.69,402.2,2292.14
2414,India,Government of India,NDFB,Bodoland,1989-02-16,1994-07-23,3,3,453.11,716.68,3735.04
2415,India,Government of India,NDFB,Bodoland,1989-02-16,1996-10-28,3,3,700.92,1222.6,6007.02
2416,India,Government of India,NDFB,Bodoland,1989-02-16,1996-10-28,3,3,700.92,1222.6,6007.02
2417,India,Government of India,NDFB,Bodoland,1989-02-16,1996-10-28,3,3,700.92,1222.6,6007.02
2418,India,Government of India,NDFB,Bodoland,1989-02-16,1996-10-28,3,3,700.92,1222.6,6007.02
2419,India,Government of India,NDFB,Bodoland,1989-02-16,2001-08-04,3,3,1214.35,2066.33,10512.78
2420,India,Government of India,NDFB,Bodoland,1989-02-16,2001-08-04,3,3,1214.35,2066.33,10512.78
2421,India,Government of India,NDFB,Bodoland,1989-02-16,2001-08-04,3,3,1214.35,2066.33,10512.78
2422,India,Government of India,NDFB,Bodoland,1989-02-16,2001-08-04,3,3,1214.35,2066.33,10512.78
2423,India,Government of India,NDFB - RD,Bodoland,1989-02-16,2009-06-11,3,3,946.21,1858.8,8799.26
2424,India,Government of India,NDFB - RD,Bodoland,1989-02-16,2009-06-11,3,3,946.21,1858.8,8799.26
2425,India,Government of India,NDFB-S,Bodoland,1989-02-16,2013-12-11,3,3,1775.32,4000.98,15755.36
2426,India,Government of India,NDFB-S,Bodoland,1989-02-16,2013-12-11,3,3,1775.32,4000.98,15755.36
2427,Myanmar (Burma),Government of Myanmar (Burma),UWSA,Wa,1997-03-16,1997-03-16,3,3,793.17,1292.97,6935.46
2446,Nigeria,Government of Nigeria,Ahlul Sunnah Jamaa,Northern Nigeria,2003-12-22,2004-01-06,4,3,1121.86,2086.92,10458.89
2447,Nigeria,Government of Nigeria,NDPVF,Niger Delta,2004-06-04,2004-06-04,4,3,1122.5,1978.62,10242.82
2448,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2449,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2450,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2451,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2452,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2453,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2454,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2455,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2456,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2457,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,1990-07-10,2,3,367.31,468.4,2980.2
2458,Israel,Government of Israel,Hezbollah,Southern Lebanon,1986-09-30,2006-07-13,2,3,1236.2,2037.35,10739.35
2464,DR Congo (Zaire),Government of DR Congo (Zaire),BDK,Kongo Kingdom,1998-07-02,2007-02-01,4,3,1448.39,2475.88,12653.49
2465,DR Congo (Zaire),Government of DR Congo (Zaire),BDK,Kongo Kingdom,1998-07-02,2007-02-01,4,3,1448.39,2475.88,12653.49
2468,Niger,Government of Niger,FLAA,,1991-10-25,1991-12-31,4,3,419.34,592.65,3201.48
2469,Niger,Government of Niger,FLAA,,1991-10-25,1991-12-31,4,3,419.34,592.65,3201.48
2470,Niger,Government of Niger,UFRA,,1991-10-25,1997-10-19,4,3,944.16,1666.85,7847.03
2471,Niger,Government of Niger,MNJ,,1991-10-25,2007-04-30,4,3,1494.07,2557.21,13120.94
2472,Niger,Government of Niger,MNJ,,1991-10-25,2007-04-30,4,3,1494.07,2557.21,13120.94
2474,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2475,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2476,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2477,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2478,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2479,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2480,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2481,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2482,Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,Caucasus Emirate,2007-10-07,2007-11-28,1,3,1481.14,2660.96,13371.72
2483,India,Government of India,PULF,Islamic State,2000-06-20,2008-12-22,3,3,887.88,1564.32,8579.11
2485,Ethiopia,Government of Ethiopia,SALF,"Arssi, Bale & Sidamo",1977-12-31,1977-12-31,4,3,95.1,105.05,831.17
2486,Ethiopia,Government of Ethiopia,SALF,"Arssi, Bale & Sidamo",1977-12-31,1977-12-31,4,3,95.1,105.05,831.17
2487,Ethiopia,Government of Ethiopia,SALF,"Arssi, Bale & Sidamo",1977-12-31,1977-12-31,4,3,95.1,105.05,831.17
2488,Ethiopia,Government of Ethiopia,SALF,"Arssi, Bale & Sidamo",1977-12-31,1977-12-31,4,4,95.1,105.05,831.17
2489,Ethiopia,Government of Ethiopia,SLM,Sidamaland,1981-03-21,1981-03-21,4,3,134.08,206.29,992.8
2490,Ethiopia,Government of Ethiopia,SLM,Sidamaland,1981-03-21,1983-03-16,4,3,149.9,265.01,1117.74
2491,Myanmar (Burma),Government of Myanmar (Burma),MNDAA,Kokang,2009-08-27,2009-08-29,3,3,1028.93,2028.77,9544.2
2492,Myanmar (Burma),Government of Myanmar (Burma),MNDAA,Kokang,2009-08-27,2014-12-22,3,3,2070.65,4765.38,17804.8
2493,Myanmar (Burma),Government of Myanmar (Burma),MNDAA,Kokang,2009-08-27,2014-12-22,3,3,2070.65,4765.38,17804.8
2494,Myanmar (Burma),Government of Myanmar (Burma),MNDAA,Kokang,2009-08-27,2017-03-06,3,3,2383.12,5870.75,21005.71
