,location,side_a,start_date,start_date2,region,region name,type_of_conflict,type_of_conflict_name,S&P_500,NASDAQ,Dow_Jones,Year,Month
655,Cameroon,Government of Cameroon,3/19/2015,4/27/2019,4,Africa,4,Internationalized Intrastate ,2446.3,6301.8857,21865.37,2015,3
656,Niger,Government of Niger,3/26/2015,3/30/2015,4,Africa,4,Internationalized Intrastate ,2066.96,4886.94,17763.24,2015,3
657,Niger,Government of Niger,3/26/2015,3/30/2015,4,Africa,4,Internationalized Intrastate ,2066.96,4886.94,17763.24,2015,3
658,Niger,Government of Niger,3/26/2015,3/30/2015,4,Africa,4,Internationalized Intrastate ,2066.96,4886.94,17763.24,2015,3
659,Niger,Government of Niger,3/26/2015,3/30/2015,4,Africa,4,Internationalized Intrastate ,2066.96,4886.94,17763.24,2015,3
660,Niger,Government of Niger,3/26/2015,3/30/2015,4,Africa,4,Internationalized Intrastate ,2066.96,4886.94,17763.24,2015,3
661,Niger,Government of Niger,3/26/2015,3/30/2015,4,Africa,4,Internationalized Intrastate ,2066.96,4886.94,17763.24,2015,3
662,Mali,Government of Mali,2/4/2017,7/9/2017,4,Africa,4,Internationalized Intrastate ,2425.18,6153.08,21414.34,2017,2
663,Mali,Government of Mali,2/4/2017,7/9/2017,4,Africa,4,Internationalized Intrastate ,2425.18,6153.08,21414.34,2017,2
664,Mali,Government of Mali,2/4/2017,7/9/2017,4,Africa,4,Internationalized Intrastate ,2425.18,6153.08,21414.34,2017,2
665,Mali,Government of Mali,2/4/2017,7/9/2017,4,Africa,4,Internationalized Intrastate ,2425.18,6153.08,21414.34,2017,2
719,Ethiopia,Government of Ethiopia,12/31/1977,12/31/1977,4,Africa,4,Internationalized Intrastate ,95.1,105.05,831.17,1977,12
6,"Tanzania, Uganda",Government of Tanzania,11/11/1978,11/15/1978,4,Africa,2,Interstate ,94.42,113.69,797.73,1978,11
7,"Afghanistan, Russia (Soviet Union)",Government of Afghanistan,12/27/1979,12/27/1979,"1, 3",Asia,2,Interstate ,107.84,150.83,838.91,1979,12
52,"Argentina, United Kingdom",Government of Argentina,4/2/1982,5/2/1982,"1, 5",Americas,2,Interstate ,116.44,184.7,848.36,1982,4
53,"Laos, Thailand",Government of Laos,6/16/1982,12/31/1986,3,Asia,2,Interstate ,246.45,353.2,1927.31,1982,6
54,"Laos, Thailand",Government of Laos,6/16/1982,12/31/1986,3,Asia,2,Interstate ,246.45,353.2,1927.31,1982,6
55,"Laos, Thailand",Government of Laos,6/16/1982,12/31/1986,3,Asia,2,Interstate ,246.45,353.2,1927.31,1982,6
56,"Chad, Nigeria",Government of Chad,4/18/1983,4/24/1983,4,Africa,2,Interstate ,160.42,288.55,1196.3,1983,4
65,"Grenada, United States of America",Government of Grenada,10/25/1983,10/25/1983,5,Americas,2,Interstate ,163.37,276.14,1223.48,1983,10
67,"Burkina Faso, Mali",Government of Burkina Faso,12/25/1985,12/26/1985,4,Africa,2,Interstate ,209.61,322.8,1543,1985,12
68,"Chad, Libya",Government of Chad,8/8/1987,8/8/1987,4,Africa,2,Interstate ,323,443.6,2592,1987,8
73,"Panama, United States of America",Government of Panama,12/16/1989,12/23/1989,5,Americas,2,Interstate ,347.42,444.6,2711.39,1989,12
80,"Iraq, Kuwait",Government of Iraq,8/2/1990,8/2/1990,2,Middle East,2,Interstate ,344.86,417.5,2809.65,1990,8
81,"Iraq, Kuwait",Government of Iraq,8/2/1990,8/2/1990,2,Middle East,2,Interstate ,344.86,417.5,2809.65,1990,8
254,"Cameroon, Nigeria",Government of Cameroon,2/18/1994,5/7/1996,4,Africa,2,Interstate ,652.09,1202.76,5518.14,1994,2
277,"Ecuador, Peru",Government of Ecuador,1/26/1995,1/31/1995,5,Americas,2,Interstate ,478.65,772.06,3928.64,1995,1
326,"Eritrea, Ethiopia",Government of Eritrea,5/6/1998,5/31/1998,4,Africa,2,Interstate ,1090.82,1778.87,8899.95,1998,5
327,"Eritrea, Ethiopia",Government of Eritrea,5/6/1998,5/31/1998,4,Africa,2,Interstate ,1090.82,1778.87,8899.95,1998,5
328,"Eritrea, Ethiopia",Government of Eritrea,5/6/1998,5/31/1998,4,Africa,2,Interstate ,1090.82,1778.87,8899.95,1998,5
329,"Eritrea, Ethiopia",Government of Eritrea,5/6/1998,6/13/2016,4,Africa,2,Interstate ,2096.07,4894.55,17865.34,1998,5
528,"Afghanistan, United Kingdom, United States of America",Government of Afghanistan,10/7/2001,10/7/2001,"1, 3, 5",Asia,2,Interstate ,1071.38,1605.3,9119.77,2001,10
529,"Australia, Iraq, United Kingdom, United States of America","Government of Australia, Government of United Kingdom, Government of United States of America",3/20/2003,3/23/2003,"1, 2, 3, 5",Americas,2,Interstate ,895.89,1421.84,8521.97,2003,3
531,"Djibouti, Eritrea",Government of Djibouti,6/10/2008,6/11/2008,4,Africa,2,Interstate ,1357.5,2454.5,12307.35,2008,6
564,"South Sudan, Sudan",Government of South Sudan,3/27/2012,3/27/2012,4,Africa,2,Interstate ,1408.47,3091.57,13212.04,2012,3
0,India,Government of India,5/29/1997,11/15/2012,3,Asia,3,Intrastate ,1359.88,2853.13,12588.31,1997,5
1,India,Government of India,5/29/1997,7/1/2014,3,Asia,3,Intrastate ,1985.44,4485.93,17068.26,1997,5
2,Sudan,Government of Sudan,5/1/2011,5/19/2011,4,Africa,3,Intrastate ,1333.27,2803.32,12512.04,2011,5
3,South Sudan,Government of South Sudan,8/20/2011,8/20/2011,4,Africa,3,Intrastate ,1123.53,2341.84,10817.65,2011,8
4,South Sudan,Government of South Sudan,8/20/2011,8/20/2011,4,Africa,3,Intrastate ,1123.53,2341.84,10817.65,2011,8
5,South Sudan,Government of South Sudan,8/20/2011,8/20/2011,4,Africa,3,Intrastate ,1123.53,2341.84,10817.65,2011,8
8,South Sudan,Government of South Sudan,8/20/2011,8/20/2011,4,Africa,3,Intrastate ,1123.53,2341.84,10817.65,2011,8
9,South Sudan,Government of South Sudan,8/20/2011,8/20/2011,4,Africa,3,Intrastate ,1123.53,2341.84,10817.65,2011,8
10,South Sudan,Government of South Sudan,8/20/2011,8/20/2011,4,Africa,3,Intrastate ,1123.53,2341.84,10817.65,2011,8
11,South Sudan,Government of South Sudan,8/20/2011,8/20/2011,4,Africa,3,Intrastate ,1123.53,2341.84,10817.65,2011,8
12,South Sudan,Government of South Sudan,8/20/2011,8/20/2011,4,Africa,3,Intrastate ,1123.53,2341.84,10817.65,2011,8
14,Libya,Government of Libya,2/28/2011,11/29/2013,4,Africa,3,Intrastate ,1805.81,4059.89,16086.41,2011,2
15,Libya,Government of Libya,2/28/2011,11/29/2013,4,Africa,3,Intrastate ,1805.81,4059.89,16086.41,2011,2
16,Libya,Government of Libya,2/28/2011,11/29/2013,4,Africa,3,Intrastate ,1805.81,4059.89,16086.41,2011,2
17,Libya,Government of Libya,2/28/2011,5/18/2017,4,Africa,3,Intrastate ,2381.73,6083.7,20804.84,2011,2
20,Mali,Government of Mali,6/10/2009,6/16/2009,4,Africa,3,Intrastate ,921.23,1827.47,8539.73,2009,6
21,Mali,Government of Mali,6/10/2009,1/24/2012,4,Africa,3,Intrastate ,1316.33,2816.55,12660.46,2009,6
31,China,Government of China,4/5/1990,8/10/2008,3,Asia,3,Intrastate ,1296.31,2414.1,11734.32,1990,4
32,Bangladesh,Government of Bangladesh,4/24/1994,2/8/2005,3,Asia,3,Intrastate ,1205.3,2076.66,10796.01,1994,4
33,Bangladesh,Government of Bangladesh,4/24/1994,2/8/2005,3,Asia,3,Intrastate ,1205.3,2076.66,10796.01,1994,4
34,Ethiopia,Government of Ethiopia,10/10/1991,10/10/1991,4,Africa,3,Intrastate ,381.45,519.05,2983.68,1991,10
35,Myanmar (Burma),Government of Myanmar (Burma),12/31/1991,12/31/1991,3,Asia,3,Intrastate ,419.34,592.65,3201.48,1991,12
36,Myanmar (Burma),Government of Myanmar (Burma),12/31/1991,4/17/1995,3,Asia,3,Intrastate ,508.49,823.44,4270.09,1991,12
37,Myanmar (Burma),Government of Myanmar (Burma),12/31/1991,2/28/2000,3,Asia,3,Intrastate ,1333.36,4590.5,9862.12,1991,12
38,Myanmar (Burma),Government of Myanmar (Burma),12/31/1991,2/28/2000,3,Asia,3,Intrastate ,1333.36,4590.5,9862.12,1991,12
39,Myanmar (Burma),Government of Myanmar (Burma),12/31/1991,1/31/2005,3,Asia,3,Intrastate ,1171.36,2035.83,10427.2,1991,12
40,Myanmar (Burma),Government of Myanmar (Burma),12/31/1991,1/31/2005,3,Asia,3,Intrastate ,1171.36,2035.83,10427.2,1991,12
41,Myanmar (Burma),Government of Myanmar (Burma),12/31/1991,1/31/2005,3,Asia,3,Intrastate ,1171.36,2035.83,10427.2,1991,12
42,Malaysia,Government of Malaysia,3/1/2013,3/2/2013,3,Asia,3,Intrastate ,1518.2,3169.74,14089.66,2013,3
43,Syria,Government of Syria,9/10/2011,9/7/2012,2,Middle East,3,Intrastate ,1437.92,3136.42,13306.64,2011,9
44,Syria,Government of Syria,9/10/2011,9/7/2012,2,Middle East,3,Intrastate ,1437.92,3136.42,13306.64,2011,9
45,Syria,Government of Syria,9/10/2011,9/7/2012,2,Middle East,3,Intrastate ,1437.92,3136.42,13306.64,2011,9
46,Syria,Government of Syria,9/10/2011,9/7/2012,2,Middle East,3,Intrastate ,1437.92,3136.42,13306.64,2011,9
47,Ukraine,Government of Ukraine,1/22/2014,2/18/2014,1,Europe,3,Intrastate ,1836.25,4263.41,16103.3,2014,1
57,Russia (Soviet Union),Government of Russia (Soviet Union),3/21/2015,8/1/2015,1,Europe,3,Intrastate ,2103.84,5128.28,17689.86,2015,3
58,Russia (Soviet Union),Government of Russia (Soviet Union),3/21/2015,8/1/2015,1,Europe,3,Intrastate ,2103.84,5128.28,17689.86,2015,3
59,Russia (Soviet Union),Government of Russia (Soviet Union),3/21/2015,8/1/2015,1,Europe,3,Intrastate ,2103.84,5128.28,17689.86,2015,3
60,Russia (Soviet Union),Government of Russia (Soviet Union),3/21/2015,8/1/2015,1,Europe,3,Intrastate ,2103.84,5128.28,17689.86,2015,3
61,Russia (Soviet Union),Government of Russia (Soviet Union),3/21/2015,8/1/2015,1,Europe,3,Intrastate ,2103.84,5128.28,17689.86,2015,3
62,Russia (Soviet Union),Government of Russia (Soviet Union),3/21/2015,8/1/2015,1,Europe,3,Intrastate ,2103.84,5128.28,17689.86,2015,3
63,Syria,Government of Syria,3/26/2013,7/25/2013,2,Middle East,3,Intrastate ,1691.65,3613.16,15558.83,2013,3
64,Syria,Government of Syria,3/26/2013,7/25/2013,2,Middle East,3,Intrastate ,1691.65,3613.16,15558.83,2013,3
71,Mali,Government of Mali,1/5/2015,6/27/2015,4,Africa,3,Intrastate ,2101.49,5080.51,17946.68,2015,1
79,Cameroon,Government of Cameroon,3/19/2015,8/11/2015,4,Africa,3,Intrastate ,2091.54,5048.24,17477.4,2015,3
87,Chad,Government of Chad,5/27/2015,5/27/2015,4,Africa,3,Intrastate ,2107.39,5070.03,18010.68,2015,5
88,Chad,Government of Chad,5/27/2015,5/5/2017,4,Africa,3,Intrastate ,2399.29,6100.76,21006.94,2015,5
89,Chad,Government of Chad,5/27/2015,5/5/2017,4,Africa,3,Intrastate ,2399.29,6100.76,21006.94,2015,5
90,Chad,Government of Chad,5/27/2015,5/5/2017,4,Africa,3,Intrastate ,2399.29,6100.76,21006.94,2015,5
91,Chad,Government of Chad,5/27/2015,5/5/2017,4,Africa,3,Intrastate ,2399.29,6100.76,21006.94,2015,5
98,Yemen (North Yemen),Government of Yemen (North Yemen),3/20/2015,3/20/2015,2,Middle East,3,Intrastate ,2108.1,5026.42,18127.65,2015,3
99,Yemen (North Yemen),Government of Yemen (North Yemen),3/20/2015,5/18/2017,2,Middle East,3,Intrastate ,2381.73,6083.7,20804.84,2015,3
100,Yemen (North Yemen),Government of Yemen (North Yemen),3/20/2015,8/20/2020,2,Middle East,3,Intrastate ,2446.3,6301.8857,21865.37,2015,3
101,Kenya,Government of Kenya,3/13/2015,7/13/2015,4,Africa,3,Intrastate ,2076.62,4997.7,17760.41,2015,3
102,Kenya,Government of Kenya,3/13/2015,7/13/2015,4,Africa,3,Intrastate ,2076.62,4997.7,17760.41,2015,3
103,Kenya,Government of Kenya,3/13/2015,7/13/2015,4,Africa,3,Intrastate ,2076.62,4997.7,17760.41,2015,3
104,Kenya,Government of Kenya,3/13/2015,7/13/2015,4,Africa,3,Intrastate ,2076.62,4997.7,17760.41,2015,3
107,Egypt,Government of Egypt,11/16/2014,1/29/2015,2,Middle East,3,Intrastate ,1994.99,4635.24,17164.95,2014,11
108,Egypt,Government of Egypt,11/16/2014,1/29/2015,2,Middle East,3,Intrastate ,1994.99,4635.24,17164.95,2014,11
109,Egypt,Government of Egypt,11/16/2014,1/29/2015,2,Middle East,3,Intrastate ,1994.99,4635.24,17164.95,2014,11
110,Egypt,Government of Egypt,11/16/2014,1/29/2015,2,Middle East,3,Intrastate ,1994.99,4635.24,17164.95,2014,11
111,Egypt,Government of Egypt,11/16/2014,1/29/2015,2,Middle East,3,Intrastate ,1994.99,4635.24,17164.95,2014,11
112,Egypt,Government of Egypt,11/16/2014,1/29/2015,2,Middle East,3,Intrastate ,1994.99,4635.24,17164.95,2014,11
113,India,Government of India,4/19/2015,6/4/2015,3,Asia,3,Intrastate ,2092.83,5068.46,17849.46,2015,4
114,India,Government of India,4/19/2015,6/4/2015,3,Asia,3,Intrastate ,2092.83,5068.46,17849.46,2015,4
115,India,Government of India,4/19/2015,6/4/2015,3,Asia,3,Intrastate ,2092.83,5068.46,17849.46,2015,4
116,India,Government of India,4/19/2015,6/4/2015,3,Asia,3,Intrastate ,2092.83,5068.46,17849.46,2015,4
117,Bangladesh,Government of Bangladesh,11/4/2015,8/29/2016,3,Asia,3,Intrastate ,2169.04,5218.92,18395.4,2015,11
118,Bangladesh,Government of Bangladesh,11/4/2015,8/29/2016,3,Asia,3,Intrastate ,2169.04,5218.92,18395.4,2015,11
119,Lebanon,Government of Lebanon,6/25/2014,8/3/2014,2,Middle East,3,Intrastate ,1925.15,4352.64,16493.37,2014,6
120,Lebanon,Government of Lebanon,6/25/2014,8/3/2014,2,Middle East,3,Intrastate ,1925.15,4352.64,16493.37,2014,6
121,Lebanon,Government of Lebanon,6/25/2014,8/19/2017,2,Middle East,3,Intrastate ,2425.55,6216.53,21674.51,2014,6
123,Libya,Government of Libya,3/14/2015,3/18/2015,4,Africa,3,Intrastate ,2108.1,5026.42,18127.65,2015,3
128,Algeria,Government of Algeria,10/10/2014,5/20/2015,4,Africa,3,Intrastate ,2126.06,5089.36,18232.02,2014,10
129,Syria,Government of Syria,12/6/2015,4/23/2016,2,Middle East,3,Intrastate ,2091.58,4906.23,18003.75,2015,12
130,Syria,Government of Syria,12/6/2015,9/8/2018,2,Middle East,3,Intrastate ,2446.3,6301.8857,21865.37,2015,12
133,Jordan,Government of Jordan,3/2/2016,12/18/2016,2,Middle East,3,Intrastate ,2258.07,5437.16,19843.41,2016,3
134,Turkey,Government of Turkey,7/23/2015,11/14/2015,2,Middle East,3,Intrastate ,2023.04,4927.88,17245.24,2015,7
135,Turkey,Government of Turkey,7/23/2015,11/14/2015,2,Middle East,3,Intrastate ,2023.04,4927.88,17245.24,2015,7
136,Turkey,Government of Turkey,7/23/2015,11/14/2015,2,Middle East,3,Intrastate ,2023.04,4927.88,17245.24,2015,7
137,Pakistan,Government of Pakistan,2/12/2016,10/24/2016,3,Asia,3,Intrastate ,2141.16,5257.4,18145.71,2016,2
138,Pakistan,Government of Pakistan,2/12/2016,10/24/2016,3,Asia,3,Intrastate ,2141.16,5257.4,18145.71,2016,2
139,Pakistan,Government of Pakistan,2/12/2016,10/24/2016,3,Asia,3,Intrastate ,2141.16,5257.4,18145.71,2016,2
140,Pakistan,Government of Pakistan,2/12/2016,10/24/2016,3,Asia,3,Intrastate ,2141.16,5257.4,18145.71,2016,2
141,Somalia,Government of Somalia,7/18/2016,5/15/2018,4,Africa,3,Intrastate ,2446.3,6301.8857,21865.37,2016,7
148,Iran,Government of Iran,8/15/2016,6/11/2017,2,Middle East,3,Intrastate ,2431.77,6207.92,21271.97,2016,8
149,Philippines,Government of Philippines,6/1/2016,6/1/2016,3,Asia,3,Intrastate ,2099.13,4942.52,17807.06,2016,6
150,Philippines,Government of Philippines,6/1/2016,6/1/2016,3,Asia,3,Intrastate ,2099.13,4942.52,17807.06,2016,6
151,Philippines,Government of Philippines,6/1/2016,6/1/2016,3,Asia,3,Intrastate ,2099.13,4942.52,17807.06,2016,6
152,Philippines,Government of Philippines,6/1/2016,6/1/2016,3,Asia,3,Intrastate ,2099.13,4942.52,17807.06,2016,6
153,Philippines,Government of Philippines,6/1/2016,6/1/2016,3,Asia,3,Intrastate ,2099.13,4942.52,17807.06,2016,6
154,Tunisia,Government of Tunisia,3/18/2015,3/7/2016,4,Africa,3,Intrastate ,1999.99,4717.02,17006.77,2015,3
160,Guinea,Government of Guinea,9/1/2000,9/17/2000,4,Africa,3,Intrastate ,1465.81,3835.23,10927,2000,9
161,Guinea,Government of Guinea,9/1/2000,9/17/2000,4,Africa,3,Intrastate ,1465.81,3835.23,10927,2000,9
162,Eritrea,Government of Eritrea,12/16/1993,6/30/1997,4,Africa,3,Intrastate ,916.92,1467.61,7895.81,1993,12
163,Eritrea,Government of Eritrea,12/16/1993,4/4/1999,4,Africa,3,Intrastate ,1293.72,2493.37,9832.51,1993,12
164,Eritrea,Government of Eritrea,12/16/1993,7/17/2003,4,Africa,3,Intrastate ,993.32,1708.5,9188.15,1993,12
165,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
166,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
167,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
168,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
169,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
170,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
171,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
172,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
179,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
180,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
181,Mozambique,Government of Mozambique,12/31/1977,10/12/2013,4,Africa,3,Intrastate ,1703.2,3791.87,15237.11,1977,12
182,Mozambique,Government of Mozambique,12/31/1977,10/12/2013,4,Africa,3,Intrastate ,1703.2,3791.87,15237.11,1977,12
183,Mozambique,Government of Mozambique,12/31/1977,4/10/2016,4,Africa,3,Intrastate ,2047.6,4850.69,17576.96,1977,12
184,Mozambique,Government of Mozambique,12/31/1977,7/10/2018,4,Africa,3,Intrastate ,2446.3,6301.8857,21865.37,1977,12
185,Mozambique,Government of Mozambique,12/31/1977,7/10/2018,4,Africa,3,Intrastate ,2446.3,6301.8857,21865.37,1977,12
186,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
187,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
188,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
189,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
190,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
191,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
192,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
193,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
194,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
195,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
196,India,Government of India,7/9/1979,10/12/1992,3,Asia,3,Intrastate ,402.66,570.52,3136.58,1979,7
197,India,Government of India,7/9/1979,6/10/1997,3,Asia,3,Intrastate ,893.27,1423.03,7782.04,1979,7
198,India,Government of India,7/9/1979,9/26/1999,3,Asia,3,Intrastate ,1277.36,,,1979,7
199,India,Government of India,7/9/1979,9/26/1999,3,Asia,3,Intrastate ,1277.36,,,1979,7
200,India,Government of India,7/9/1979,9/26/1999,3,Asia,3,Intrastate ,1277.36,,,1979,7
201,India,Government of India,7/9/1979,9/26/1999,3,Asia,3,Intrastate ,1277.36,,,1979,7
202,India,Government of India,7/9/1979,9/26/1999,3,Asia,3,Intrastate ,1277.36,,,1979,7
203,India,Government of India,7/9/1979,9/26/1999,3,Asia,3,Intrastate ,1277.36,,,1979,7
204,Somalia,Government of Somalia,1/18/1982,12/31/1982,4,Africa,3,Intrastate ,140.64,232.41,1046.54,1982,1
205,Somalia,Government of Somalia,1/18/1982,12/31/1982,4,Africa,3,Intrastate ,140.64,232.41,1046.54,1982,1
206,Somalia,Government of Somalia,1/18/1982,12/31/1982,4,Africa,3,Intrastate ,140.64,232.41,1046.54,1982,1
207,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
208,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
209,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
210,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
211,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
212,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
213,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
214,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
215,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
216,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
217,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
218,Somalia,Government of Somalia,1/18/1982,5/12/2001,4,Africa,3,Intrastate ,1245.67,2107.43,10821.31,1982,1
219,Somalia,Government of Somalia,1/18/1982,5/12/2001,4,Africa,3,Intrastate ,1245.67,2107.43,10821.31,1982,1
235,Iran,Government of Iran,5/30/1979,5/31/1979,2,Middle East,3,Intrastate ,99.17,131.76,821.21,1979,5
236,Iran,Government of Iran,5/30/1979,5/31/1979,2,Middle East,3,Intrastate ,99.17,131.76,821.21,1979,5
237,Saudi Arabia,Government of Saudi Arabia,11/20/1979,11/20/1979,2,Middle East,3,Intrastate ,104.67,139.85,811.77,1979,11
238,Liberia,Government of Liberia,4/12/1980,4/12/1980,4,Africa,3,Intrastate ,103.79,137.75,791.55,1980,4
239,Liberia,Government of Liberia,4/12/1980,12/26/1989,4,Africa,3,Intrastate ,353.4,454.8,2753.2,1980,4
240,Liberia,Government of Liberia,4/12/1980,12/26/1989,4,Africa,3,Intrastate ,353.4,454.8,2753.2,1980,4
